_no,category,name,address,phone,note,sido,sigungu,source
1272,음식점,산동반점,서구 화개중앙로 79,062-681-7860,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1273,음식점(카페),박종현베이커리,"서구 화개1로 79번길 7, 101호",0507-1480-1421,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1274,음식점,칠분통닭,"서구 화개1로 63, 114호",062-655-7992,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1275,음식점,오늘도 보쌈 칼국수,서구 화개중앙로 86번길 7,0507-1397-7567,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1276,음식점,오늘은 족발,"서구 화개중앙로 92, 1층 106호",062-655-8188,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1277,음식점,정광석 항아리보쌈 매월점,"서구 화개중앙로 97, 1층 102호",0507-1434-2246,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1278,음식점,본도시락 광주금호점,서구 화개중앙로 55,062-655-4282,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1279,의료기관,밝은약국,서구 화개1로 45,062-651-8828,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1280,음식점(카페),오렌지베이킹클럽,서구 화개중앙로 114번길 23,0507-1356-3165,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1281,기타(스튜디오),조이치즈스튜디오,"서구 화개1로 24번길 9,대주파크빌 상가2층",0507-1397-6867,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1282,음식점,주식회사 한돈가,"서구 화개중앙로 14-1, 1층",0507-1401-3526,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1283,음식점(카페),로렌베이커리카페,"서구 화개1로24번길 10, 상가2동 202호",062-652-9336,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1284,음식점,브런치투나잇,"서구 화개1로 67, 2층",0507-1383-7114,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1285,음식점,교촌치킨마재점,서구 화개1로24번길 9,050-7982-6168,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1286,음식점(카페),가빈과일 장봐주는언니 금호점,서구 화개중앙로 73-1,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1287,음식점,모락만두 금호점,서구 화개중앙로 92 .해솔빌딩 1층 104호,062-652-1009,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1288,음식점,금호와우식육,"서구 화개중앙로 96, 102호",0507-1367-9248,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1289,음식점,홍가네뚝배기,서구 화개중앙로 20,062-368-6642,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1290,소매업(식료품),로뎀나무 금호점,서구 화개중앙로87번길 16-4,070-7758-5858,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1291,음식점(카페),텐퍼센트커피 금호매월점,서구 화개중앙로87번길 24 와이엘스퀘어 104호,0507-0289-5157,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1292,소매업(방앗간),대주민속떡집,"서구 풍금로 117, 상가124동 101호",,,광주광역시,서구,서구청_착한가게
1293,마트,텃밭마재점,서구 화개1로75,062-681-6655,,광주광역시,서구,서구청_착한가게
1294,음식점,김밥나라 금호점,서구 금화로88,062-682-1581,,광주광역시,서구,서구청_착한가게
1295,음식점,빛가람국밥,서구 화개2로24,062-655-8298,,광주광역시,서구,서구청_착한가게
1296,의료기관,금호프라자약국,서구 금화로88,062-681-5213,,광주광역시,서구,서구청_착한가게
1297,기타(광고마케팅),광고회사 대건,서구 화개중앙로 15(금호동),,,광주광역시,서구,서구청_착한가게
1298,음식점,제주도세기마을,서구 풍금로177번길 9 (금호동),062-681-9279,,광주광역시,서구,서구청_착한가게
1299,중소기업,대성환경안전,서구 화개2로20번길2 4-10 (금호동),,,광주광역시,서구,서구청_착한가게
1300,음식점,현대옥,서구 풍금로 151번길 6-5 (금호동),062-654-8598,,광주광역시,서구,서구청_착한가게
1301,음식점,고기이야기,서구 화개1로 67 B동 1층 (금호동),062-682-9995,,광주광역시,서구,서구청_착한가게
1302,기타(주유소),SK서광주역주유소,서구 풍서우로 152 (매월동),,,광주광역시,서구,서구청_착한가게
1303,중소기업,한누리꽃담,"서구 화개중앙로 3번길 7-1, 1층",062-655-0588,,광주광역시,서구,서구청_착한가게
1304,기타(인쇄업),광주카피,서구 화개중앙로3번길 2 (금호동),062-374-1559,,광주광역시,서구,서구청_착한가게
1305,기타(정비소),스피드메이트 풍암점,서구 화개중앙로3번길 1(금호동),062-655-5112,,광주광역시,서구,서구청_착한가게
1306,도매업(수산),그린수산㈜,서구 매월4로 26(매월동),062-655-0081,,광주광역시,서구,서구청_착한가게
1307,음식점,한우돈마루,서구 화개1로 67 (금호동),062-682-5008,,광주광역시,서구,서구청_착한가게
1308,기타(금융기관),광주와이신용협동조합(금호점),서구 금화로50 1층,062-232-6137,,광주광역시,서구,서구청_착한가게
1309,기타(금융기관),광주와이신용협동조합(상무역점),서구 마륵복개로91,062-232-6137,,광주광역시,서구,서구청_착한가게
1310,소매업(반찬),김치하우스,서구 화개1로 78번길 13,,,광주광역시,서구,서구청_착한가게
1311,의료기관,금호약국,"서구 금화로 96, 회재회관1층",062-681-4146,,광주광역시,서구,서구청_착한가게
1312,음식점,완도노화횟집,서구 풍금로 151번길 6-6,062-382-4555,,광주광역시,서구,서구청_착한가게
1313,기타(문구),보람문고,"서구 금화로96,회재회관 지하1층",062-672-8008,,광주광역시,서구,서구청_착한가게
1314,기타,비타민7080,서구 금화로 85번길6,,,광주광역시,서구,서구청_착한가게
1315,의료기관,늘푸른치과,서구 운천로32 4층,062-376-7522,,광주광역시,서구,서구청_착한가게
1316,음식점,계화네튀김,서구 운천로7,062-383-6365,,광주광역시,서구,서구청_착한가게
1317,소매업(축산),바른축산,북구 양산동 하서로368,,,광주광역시,서구,서구청_착한가게
1318,음식점(카페),청자다방 금호3호점,서구 화개중앙로 87번길 12,062-652-8886,,광주광역시,서구,서구청_착한가게
1319,중소기업,로운푸드㈜,"서구 개산길3,2층",,,광주광역시,서구,서구청_착한가게
1320,기타(부동산업),천리안 공인중개사,서구 풍암1로 6 상가동 104호,062-675-8589,,광주광역시,서구,서구청_착한가게
1321,기타(밀키트),더잇24금호점,서구 화개1로 63 110호,0507-1371-9731,,광주광역시,서구,서구청_착한가게
1322,기타(부동산업),부영공인중개사사무소(김애지),"서구 화개로 24번길 20, 상가 102호",062-681-8900,,광주광역시,서구,서구청_착한가게
1323,기타(교육기관),쎈수학,서구 마재로 21 106동 103호,,,광주광역시,서구,서구청_착한가게
1324,기타,3H지압침대광주금호센터,"서구 풍금로 171, 평화빌딩 2층",0507-1429-7399,,광주광역시,서구,서구청_착한가게
1325,중소기업,해주건설,서구 풍금로 57-1,062-654-6710,,광주광역시,서구,서구청_착한가게
1326,의료기관,소치과의원,"서구 풍금로 171,4층",062-266-8275,,광주광역시,서구,서구청_착한가게
1327,기타(이미용),하이그리다,"서구 화개중앙로 67, 2층",0507-1392-3449,,광주광역시,서구,서구청_착한가게
1328,기타,뉴마재노래연습장,"서구 풍금로 81, 지하1층",062-653-7089,,광주광역시,서구,서구청_착한가게
1329,음식점,전주 참편한 콩나물국밥 미역국,서구 화개1로1번길 24,0507-1427-3939,,광주광역시,서구,서구청_착한가게
1330,음식점,술처럼,서구 화개중앙로 87번길 16-4,0507-1321-9584,,광주광역시,서구,서구청_착한가게
1331,음식점,고기세상 장어마당,서구 화개로 114번길 26,062-652-0592,,광주광역시,서구,서구청_착한가게
1332,음식점,현대한식뷔페,서구 금호동 831-5,062-655-9363,,광주광역시,서구,서구청_착한가게
1333,음식점,어부바,서구 금호동 826-1,062-655-5274,,광주광역시,서구,서구청_착한가게
1334,음식점,투게더,"서구 화개중앙로 87번길 15,101호",062-681-0789,,광주광역시,서구,서구청_착한가게
1335,기타(침구),레노마홈 광주 금호점,"서구 운천로 23-1, 1층 매장",0507-1494-2241,,광주광역시,서구,서구청_착한가게
1336,기타(서적),이호서점,서구 화개1로 79번길 6,062-681-5231,,광주광역시,서구,서구청_착한가게
1337,음식점,땡초푸드,"서구 금화로 31, 상가 112호",062-384-9894,,광주광역시,서구,서구청_착한가게
1338,소매업(반찬),진수성찬,서구 풍금로 151번길 남양아파트 상가 110호,062-682-4545,,광주광역시,서구,서구청_착한가게
1339,기타(헤어샵),박채린헤어,서구 화개1로 45,0507-1367-2825,,광주광역시,서구,서구청_착한가게
1340,기타(복지용구),임마누엘의료기,서구 화개중앙로 4번길 11,062-522-7030,,광주광역시,서구,서구청_착한가게
1341,소매업(정육),참조은정육점,서구 화개중앙로 87번길 6,062-655-3697,,광주광역시,서구,서구청_착한가게
1342,음식점(카페),청자다방금호3호점,"서구 화개중앙로87번길 12, 104호",0507-0284-4393,,광주광역시,서구,서구청_착한가게
1343,음식점,투고,"서구 화개중앙로 87번길 16-8, 1층(108,109,110호)",062-655-2777,,광주광역시,서구,서구청_착한가게
1344,기타(종교단체),금호소망교회,서구 풍금로 58,,,광주광역시,서구,서구청_착한가게
1345,소매업(화훼),이쁜꽃이피오,"서구 화개중앙로 92, 해솔빌딩 108호",0507-1328-0380,,광주광역시,서구,서구청_착한가게
1346,음식점,규니네 회포차,"서구 화개중앙로 114번길 26, 1층",010-6666-4804,,광주광역시,서구,서구청_착한가게
1347,기타(스튜디오),마재사진관,서구 풍금로 151번길 17,0507-1355-7263,,광주광역시,서구,서구청_착한가게
1348,음식점,한김정지갈비,"서구 화개중앙로 26, 1층",0507-1358-6202,,광주광역시,서구,서구청_착한가게
1349,기타(의류),레노마세정점,"서구 상무대로 773, 111호",,,광주광역시,서구,서구청_착한가게
1350,음식점,푸룻한시간,서구 화개중앙로 23-1 1층,010-9259-5335,,광주광역시,서구,서구청_착한가게
1351,기타(교육기관),국공립 부영 어린이집,"서구 화개1로24번길 10, 부영아파트 관리동",062-682-0380,,광주광역시,서구,서구청_착한가게
1352,소매업(수산),무안수산,서구 화개중앙로 90,,,광주광역시,서구,서구청_착한가게
1353,음식점,얌차,"서구 화개중앙로 67, 1층",0507-1346-3375,,광주광역시,서구,서구청_착한가게
1354,음식점,상록회관 연탄구이 금호점,서구 화개1로 45 1층,0507-1428-3072,,광주광역시,서구,서구청_착한가게
1355,음식점,다기야 금호점,서구 풍금로151번길 8,062-652-3254,,광주광역시,서구,서구청_착한가게
1356,음식점,복가돈륵 옛날돼지갈비,서구 풍금로151번길 6-2,062-681-9252,,광주광역시,서구,서구청_착한가게
1357,의료기관,중앙신경과 의원,서구 금화로 96 9층,062-651-2121,,광주광역시,서구,서구청_착한가게
1358,음식점,퍼주는 총각네 고깃간,"서구 화개1로78번길 24, 금호상가",062-672-6094,,광주광역시,서구,서구청_착한가게
1359,의료기관,상무수치과의원,서구 마륵복개로 91 2층,062-371-4028,,광주광역시,서구,서구청_착한가게
1360,음식점(카페),카페요아정풍암점,서구 풍암1로21번길 7 105호,0507-1374-2895,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1361,음식점,양동가마솥통닭,서구 풍암순환로 42,062-681-9229,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1362,음식점,생태야생태,풍금로27번길 7,062-652-2679,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1363,음식점,풍암동두번째집,풍암신흥로 80번길 1,062-654-3922,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1364,음식점,명품오리,풍암신흥로20,0507-1445-1099,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1365,음식점,한솜씨,"서구 풍암순환로109번길 22-11 , (풍암동)",062-672-8500,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1366,음식점,하얀성,서구 풍암신흥로 59 (풍암동),0507-1418-8399,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1367,음식점,오리한마당,서구 풍암신흥로80번길 6-(풍암동),0507-1302-5289,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1368,음식점,그도야지,"서구 풍암2로53번길 20, 1층(풍암동)",062-366-0103,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1369,음식점,명품소머리국밥,서구 풍금로 22 (풍암동),062-682-6468,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1370,음식점(카페),청자다방(풍암2호),서구 풍금로 2 청자다방 (풍암동),062-675-7234,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1371,음식점,통큰고기참숯구이,서구 풍암1로21번길 3-12 (풍암동),0507-1449-1900,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1372,음식점,우성오리탕,서구 풍금로 25 (풍암동),062-655-5284,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1373,음식점,서해수산,서구 풍암1로 21번길 3-24 (풍암동),062-653-3003,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1374,음식점,정뼈해장국,서구 풍암2로53번길 8,0507-1377-3414,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1375,음식점(카페),무호커피로스터스,"풍암순환로 105, 1층",0507-1399-9598,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1376,음식점,황금손아구찜,풍암2로53번길 5-1,010-5582-9152,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1377,음식점,함평천지한우유통,풍암2로 38 상가동 110호,062-681-9289,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1378,음식점,허가네짱뚱어식당,풍암동908-3,062-681-8489,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1379,음식점(카페),룩스커피,풍암신흥로62번길 2,0507-1370-9417,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1380,음식점,현대옥풍암점,풍암1로 21번길 15,062-682-4655,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
1381,음식점(카페),베비에르,서구 풍암중앙로 37(풍암동),0507-1381-0696,,광주광역시,서구,서구청_착한가게
1382,기타,풍암동한국아파트,서구 풍암2로 84,,,광주광역시,서구,서구청_착한가게
1383,중소기업,㈜대명크린,"서구 매월1로 50-4 (매월동, 환경공사소각장)",062-373-2900,,광주광역시,서구,서구청_착한가게
1384,중소기업,(주)새날건설,서구 풍암신흥로 91 (풍암동),062-261-0031,,광주광역시,서구,서구청_착한가게
1385,기타(금융기관),광주원광신용협동조합,서구 풍암2로 67(풍암동),,,광주광역시,서구,서구청_착한가게
1386,기타,풍암금호타운1차아파트,서구 풍암중앙로 68,,,광주광역시,서구,서구청_착한가게
1387,기타(종교단체),풍암동성당,서구 풍암순환로 127,062-681-4334,,광주광역시,서구,서구청_착한가게
1388,기타,풍암중흥2차입주자대표회의,서구 풍암순환로 10,,,광주광역시,서구,서구청_착한가게
1389,음식점,Mr.차이나,서구 풍암2로53번길 5(풍암동),062-681-5883,,광주광역시,서구,서구청_착한가게
1390,마트,㈜풍암한두레유통,서구 풍암중앙로 45(풍암동),062-653-0084,,광주광역시,서구,서구청_착한가게
1391,의료기관,풍암약국,서구 풍암중앙로 41 (풍암동),062-682-7766,,광주광역시,서구,서구청_착한가게
1392,음식점(카페),파리바게뜨광주풍암점,서구 풍암1로 19,062-681-1144,,광주광역시,서구,서구청_착한가게
1393,기타(금융기관),광주은행풍암동지점,"서구 풍암2로 2 ,롯데슈퍼풍암점1층 (풍암동)",062-681-1005,,광주광역시,서구,서구청_착한가게
1394,기타(가전제품),삼성디지털프라자,서구 풍암순환로128번길 95 (풍암동),062-456-8888,,광주광역시,서구,서구청_착한가게
1395,기타(복지기관),맑은소리심리상담센터,서구 풍암2로57번길 12-1(풍암동),062-671-3377,,광주광역시,서구,서구청_착한가게
1396,기타,채성미 결혼정보,서구 염화로 107-1 (화정동),062-371-7942,,광주광역시,서구,서구청_착한가게
1397,기타,(사)문화예술협회,서구 금부로 63(금호동),,,광주광역시,서구,서구청_착한가게
1398,기타(부동산업),미소백종한공인중개사,서구 풍암2로 36(풍암동),062-682-5757,,광주광역시,서구,서구청_착한가게
1399,기타(교육기관),아이월드어린이집,서구 풍암순환로 68 (풍암동),062-682-2009,,광주광역시,서구,서구청_착한가게
1400,기타,풍암부영2차아파트입주자대표회의,서구 풍암1로 42 (풍암동),,,광주광역시,서구,서구청_착한가게
1401,기타,풍암동호반1차아파트,서구 풍암순환로 14 (풍암동),,,광주광역시,서구,서구청_착한가게
1402,기타(종교단체),풍암전원교회 선교위원회,"서구 풍금로11번길 17 (풍암동, 풍암전원교회)",062-654-7004,,광주광역시,서구,서구청_착한가게
1403,기타,광주미디어아트영상아카데미,"서구 풍암순환로 99, 2층",,,광주광역시,서구,서구청_착한가게
1404,기타(부동산업),UN공인중개사사무소,"서구 풍암순환로 94 (풍암동, 한국아파트 상가동)",062-654-8545,,광주광역시,서구,서구청_착한가게
1405,의료기관,소문난내과,서구 풍암1로 21번길 3-11 (풍암동),062-654-0654,,광주광역시,서구,서구청_착한가게
1406,음식점,금당골한우식육식당,서구 풍암신흥로11번길 4 (풍암동),062-652-4162,,광주광역시,서구,서구청_착한가게
1407,소매업(안경),K비젼안경,서구 풍암2로 14(풍암동),0507-1492-1661,,광주광역시,서구,서구청_착한가게
1408,의료기관,풍암안과,서구 풍암2로 14(풍암동),,,광주광역시,서구,서구청_착한가게
1409,음식점,최다연샤브샤브,"서구 풍암1로21번길 3-16 , (풍암동)",0507-1317-7555,,광주광역시,서구,서구청_착한가게
1410,의료기관,푸른하늘치과,"서구 풍암중앙로 47 , (풍암동, 하나은행서광주지점)",062-682-2879,,광주광역시,서구,서구청_착한가게
1411,음식점,예향촌,서구 풍금로4번길 5(풍암동),062-651-8292,,광주광역시,서구,서구청_착한가게
1412,기타(복지용구),토마토의료기,서구 내방로398번길 5 (농성동),,,광주광역시,서구,서구청_착한가게
1413,기타(교육기관),EG초중등통합학원,서구 풍암운리로 6 (풍암동),062-651-4290,,광주광역시,서구,서구청_착한가게
1414,음식점,황제쟁반짜장,서구 풍암2로57번길 8(풍암동),0507-976-6457,,광주광역시,서구,서구청_착한가게
1415,소매업(건어물),부영상사,"서구 매월1로 50, (매월동, 풍암자동차매매2단지)",,,광주광역시,서구,서구청_착한가게
1416,음식점,등대바다,서구 풍금로38번길 27(풍암동),0504-0999-0811,,광주광역시,서구,서구청_착한가게
1417,의료기관,소담약국,"서구 풍암중앙로 39 (풍암동, 대복빌딩)",0507-1304-4948,,광주광역시,서구,서구청_착한가게
1418,기타(종교단체),풍암양림교회,"서구 풍암순환로109번길 16-1(풍암동, 풍암양림교회)",062-681-3000,,광주광역시,서구,서구청_착한가게
1419,기타(광고대행),삼조,서구 풍암순환로 99(풍암동),0507-1401-2349,,광주광역시,서구,서구청_착한가게
1420,음식점,다미정,서구 풍암순환로128번길 73 (풍암동),062-682-5516,,광주광역시,서구,서구청_착한가게
1421,기타,벽진서원보존회(월곡),광산구 사암로390번길 13-32 (월곡동),,,광주광역시,서구,서구청_착한가게
1422,음식점,중앙회센터,서구 풍암중앙로 53 (풍암동),0507-1406-6882,,광주광역시,서구,서구청_착한가게
1423,기타,풍암우미광장입주자대표회의,"서구 풍암순환로 191 (풍암동, 우미광장아파트)",,,광주광역시,서구,서구청_착한가게
1424,기타,홍익손해사정,"서구 치평로 60, 408호 (치평동, 삼성리더스빌)",,,광주광역시,서구,서구청_착한가게
1425,음식점,민속촌작은집,서구 풍암신흥로90번길 12 (풍암동),062-651-9600,,광주광역시,서구,서구청_착한가게
1426,기타,㈜포러스,"서구 풍암중앙로 68 (풍암동, 금호타운)106-1101",,,광주광역시,서구,서구청_착한가게
1427,의료기관,상무수치과의원,"서구 마륵복개로 91, 2층 (마륵동, DY빌딩)",062-371-4028,,광주광역시,서구,서구청_착한가게
1428,음식점,명인면옥,남구 회재로 1194 (주월동),062-681-0234,,광주광역시,서구,서구청_착한가게
1429,기타(복지센터),효자주간보호센터,"서구 풍암순환로109번길 6 (풍암동, 풍암교회)",062-674-9988,,광주광역시,서구,서구청_착한가게
1430,중소기업,안성약품(주),광산구 임방울대로825번길 60-18 (쌍암동),,,광주광역시,서구,서구청_착한가게
1431,기타,풍암동한신아파트입주자대표회의,서구 풍암순환로 38 (풍암동),,,광주광역시,서구,서구청_착한가게
1432,기타(종교단체),선교로교회,"서구 풍금로12번길 6 (풍암동, 선교로교회)",062-681-9100,,광주광역시,서구,서구청_착한가게
1433,음식점,화덕숯불구이아궁이,서구 풍암순환로 142(풍암동),0507-1408-9292,,광주광역시,서구,서구청_착한가게
1434,음식점,시골집국밥,서구 풍암순환로 139 (풍암동),062-682-9700,,광주광역시,서구,서구청_착한가게
1435,음식점,낙지명가(숯양두마리치킨),서구 풍암2로57번길 21(풍암동),0507-1351-9875,,광주광역시,서구,서구청_착한가게
1436,음식점,황하호연,서구 풍금로4번길 9-2 (풍암동),0507-1409-9064,,광주광역시,서구,서구청_착한가게
1437,기타,풍암동통장단,,,,광주광역시,서구,서구청_착한가게
1438,음식점,족발파전국수,서구 풍암신흥로 94(풍암동),062-681-8389,,광주광역시,서구,서구청_착한가게
1439,음식점(카페),카페보니떼,서구 풍암순환로128번길 95 (풍암동),062-673-0010,,광주광역시,서구,서구청_착한가게
1440,음식점,마이짬뽕,서구 풍암1로21번길 3-10 (풍암동),062-682-0039,,광주광역시,서구,서구청_착한가게
1441,음식점,임금님추어탕,북구 청계로 74 임금님추어탕(용봉동),0507-1462-5604,,광주광역시,서구,서구청_착한가게
1442,기타(헤어샵),HJhair,서구 풍암2로 67-1 (풍암동),,,광주광역시,서구,서구청_착한가게
1443,음식점,장안동왕족발,"서구 풍암2로 38, 주은모아상가동 105호 (풍암동)",0507-1404-8027,,광주광역시,서구,서구청_착한가게
1444,음식점,바다양푼이동태탕,서구 풍암순환로128번길 67 (풍암동),062-653-7970,,광주광역시,서구,서구청_착한가게
1445,음식점(카페),컴포즈커피풍암점,"서구 풍암중앙로 37 , 105호 (풍암동, 그랜드프라자)",062-412-0039,,광주광역시,서구,서구청_착한가게
1446,중소기업,글로벌실크로드케어,서구 하남대로 478 (동천동),070-8656-8809,,광주광역시,서구,서구청_착한가게
1447,음식점,장안성,서구 풍암순환로 152 (풍암동),062-654-2555,,광주광역시,서구,서구청_착한가게
1448,음식점,따봉시래기,서구 풍암중앙로91번길 4-41 (풍암동),062-367-1233,,광주광역시,서구,서구청_착한가게
1449,의료기관,나비한의원,"서구 풍암순환로 183, 우미상가 121호(풍암동)",062-681-1082,,광주광역시,서구,서구청_착한가게
1450,기타(헤어샵),짝손헤어,"서구 풍암순환로 183, 우미상가 206호(풍암동)",062-682-7060,,광주광역시,서구,서구청_착한가게
1451,의료기관,마디튼튼의원,"서구 풍암중앙로 49 , 201 (풍암동, 부국빌딩)",062-511-1000,,광주광역시,서구,서구청_착한가게
1452,음식점,장어사랑,"서구 풍암순환로 146 , (풍암동)",062-654-3392,,광주광역시,서구,서구청_착한가게
1453,기타(복지센터),은빛노인복지센터,"서구 풍암순환로 94, 상가 202호(풍암동)",062-671-5004,,광주광역시,서구,서구청_착한가게
1454,음식점(카페),프라그란스,"서구 풍암운리로 4 (풍암동, 공간M빌딩)",062-654-8212,,광주광역시,서구,서구청_착한가게
1455,음식점,초가삼간,서구 풍암2로53번길 10 (풍암동),062-653-3392,,광주광역시,서구,서구청_착한가게
1456,기타(종교단체),광주다일교회,서구 풍암중앙로86번길 2 (풍암동),062-682-9191,,광주광역시,서구,서구청_착한가게
1457,기타,(사)희망나눔길벗,서구 풍암중앙로82번길 19 (풍암동),,,광주광역시,서구,서구청_착한가게
1458,기타(인테리어),하늘빛창가,서구 풍암운리로41번길 5 (풍암동),0507-1473-0880,,광주광역시,서구,서구청_착한가게
1459,중소기업,(유)다온엔지니어링,서구 풍암중앙로91(풍암동),062-676-4661,,광주광역시,서구,서구청_착한가게
1460,의료기관,메디팜 큰사랑 약국,"서구 풍암중앙로 55 (풍암동, 메디팜빌딩)",0507-1356-8875,,광주광역시,서구,서구청_착한가게
1461,음식점,장수장어숯불구이,서구 풍암신흥로11번길 6 (풍암동),062-682-9255,,광주광역시,서구,서구청_착한가게
1462,소매업(반찬),훈이네반찬,"서구 풍암순환로 191, 상가동 118호 (풍암동, 우미광장아파트)",062-655-1002,,광주광역시,서구,서구청_착한가게
1463,음식점,황금복추어탕,서구 풍암중앙로91번길 8-26 (풍암동),062-651-3007,,광주광역시,서구,서구청_착한가게
1464,음식점,충만치킨,서구 풍금로38번길 53-1 (풍암동),062-655-5999,,광주광역시,서구,서구청_착한가게
1465,기타(부동산업),서선옥공인중개사사무소,"서구 풍암신흥로 31, 1층 (풍암동)",062-682-6336,,광주광역시,서구,서구청_착한가게
1466,의료기관,풍암탑내과,"서구 풍암중앙로 55, 3층(풍암동)",0507-1403-8800,,광주광역시,서구,서구청_착한가게
1467,기타(문구),드림디포 풍암점,"서구 풍암2로 10, 2층 (풍암동)",062-655-1358,,광주광역시,서구,서구청_착한가게
1468,음식점,천하제일상도,서구 풍암1로 21번길 9-11 (풍암동),0507-1432-8355,,광주광역시,서구,서구청_착한가게
1469,소매업(반찬),신미반찬,서구 풍암신흥로 29 (풍암동),0507-1318-1150,,광주광역시,서구,서구청_착한가게
1470,음식점,족발신선생풍암점,서구 풍암1로 21번길 7 (풍암동),0507-1453-1385,,광주광역시,서구,서구청_착한가게
1471,음식점,번창회수산,서구 풍암1로 21번길 9-22 (풍암동),0507-1365-3609,,광주광역시,서구,서구청_착한가게
1472,의료기관,이지선정신건강의학과,서구 풍암순환로 183 (풍암동),062-714-2140,,광주광역시,서구,서구청_착한가게
1473,마트,장봐주는언니,서구 풍암2로 16-1 (풍암동),062-675-2600,,광주광역시,서구,서구청_착한가게
1474,음식점,통큰청년맥주,서구 풍암2로 16 (풍암동),010-8254-4671,,광주광역시,서구,서구청_착한가게
1475,음식점,다르다김밥풍암점,서구 풍암중앙로 43 (풍암동),0507-1431-0745,,광주광역시,서구,서구청_착한가게
1476,기타,풍암테니스클럽,,,,광주광역시,서구,서구청_착한가게
1477,음식점(카페),카페도도씨,서구 풍암1로 21번길 7 (풍암동),062-651-0012,,광주광역시,서구,서구청_착한가게
1478,기타,봄봄메디칼,서구 풍금로 12번길 3-41 (풍암동),062-417-4319,,광주광역시,서구,서구청_착한가게
1479,기타(운동시설),와이필라테스&뉴런요가,서구 풍암2로 8 (풍암동),062-515-5000,,광주광역시,서구,서구청_착한가게
1480,마트,중흥마트,"서구 풍암순환로 8, 중흥2차 상가 101호 (풍암동)",062-681-5607,,광주광역시,서구,서구청_착한가게
1481,소매업(반찬),엄마반찬,서구 풍암신암로 30 1층 (풍암동),062-653-8868,,광주광역시,서구,서구청_착한가게
1482,기타(헤어샵),이시언헤어,서구 풍암신흥로 31 (풍암동),062-682-0768,,광주광역시,서구,서구청_착한가게
1483,중소기업,리더스컴퍼니,서구 풍암순환로188번길 7-1 (풍암동),,,광주광역시,서구,서구청_착한가게
1484,마트,아람식자재,"서구 풍암중앙로 39, 1층 아람식자재 풍암점",062-675-8200,,광주광역시,서구,서구청_착한가게
1485,음식점,윤보네식육식당,서구 풍암1로 21번길 15-13,0507-1408-0591,,광주광역시,서구,서구청_착한가게
1486,의료기관,허그요양병원,광산구 무진대로 272-8,0507-1321-7593,,광주광역시,서구,서구청_착한가게
1487,음식점,정스시,서구 풍암중앙로86번길 42,0507-1393-7969,,광주광역시,서구,서구청_착한가게
1488,음식점(카페),소담도담,서구 풍암운리로 14,010-9410-5801,,광주광역시,서구,서구청_착한가게
1489,기타,이니스프리 텔레콤,서구 풍암1로 21번길7,,,광주광역시,서구,서구청_착한가게
1490,소매업(반찬),하루반찬,서구 풍암신흥로 35,0507-1376-3804,,광주광역시,서구,서구청_착한가게
